id,file,quality_status,problem_flags,width,height,qa_sheet
bio_0001,data/species_codex/generated/pixel_art_assets/slices/bio_0001_dandelion.png,pass,,200,209,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0002,data/species_codex/generated/pixel_art_assets/slices/bio_0002_white_clover.png,pass,,183,196,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0003,data/species_codex/generated/pixel_art_assets/slices/bio_0003_common_sunflower.png,pass,,183,216,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0004,data/species_codex/generated/pixel_art_assets/slices/bio_0004_bigleaf_hydrangea.png,pass,,203,200,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0005,data/species_codex/generated/pixel_art_assets/slices/bio_0005_japanese_maple.png,pass,,188,216,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0006,data/species_codex/generated/pixel_art_assets/slices/bio_0006_sawtooth_oak.png,pass,,180,204,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0007,data/species_codex/generated/pixel_art_assets/slices/bio_0007_common_reed.png,pass,,170,213,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0008,data/species_codex/generated/pixel_art_assets/slices/bio_0008_western_honey_bee.png,pass,,193,189,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0009,data/species_codex/generated/pixel_art_assets/slices/bio_0009_small_white.png,pass,,202,159,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0010,data/species_codex/generated/pixel_art_assets/slices/bio_0010_red_wiggler.png,pass,,202,159,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0011,data/species_codex/generated/pixel_art_assets/slices/bio_0011_common_yarrow.png,pass,,192,204,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0012,data/species_codex/generated/pixel_art_assets/slices/bio_0012_red_clover.png,pass,,189,201,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0013,data/species_codex/generated/pixel_art_assets/slices/bio_0013_garlic_mustard.png,pass,,183,209,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0014,data/species_codex/generated/pixel_art_assets/slices/bio_0014_ground_ivy.png,pass,,196,191,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0015,data/species_codex/generated/pixel_art_assets/slices/bio_0015_wild_carrot.png,pass,,192,208,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0016,data/species_codex/generated/pixel_art_assets/slices/bio_0016_lesser_celandine.png,pass,,192,202,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0017,data/species_codex/generated/pixel_art_assets/slices/bio_0017_ribwort_plantain.png,pass,,197,203,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0018,data/species_codex/generated/pixel_art_assets/slices/bio_0018_common_selfheal.png,pass,,169,211,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0019,data/species_codex/generated/pixel_art_assets/slices/bio_0019_box_elder.png,pass,,222,208,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0020,data/species_codex/generated/pixel_art_assets/slices/bio_0020_great_mullein.png,pass,,177,226,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0021,data/species_codex/generated/pixel_art_assets/slices/bio_0021_common_ivy.png,pass,,201,215,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0022,data/species_codex/generated/pixel_art_assets/slices/bio_0327_cornflower.png,pass,,173,211,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_14.png
bio_0023,data/species_codex/generated/pixel_art_assets/slices/bio_0023_common_milkweed.png,pass,,204,225,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0024,data/species_codex/generated/pixel_art_assets/slices/bio_0024_red_deadnettle.png,pass,,194,210,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0025,data/species_codex/generated/pixel_art_assets/slices/bio_0025_chicory.png,pass,,198,215,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_01.png
bio_0026,data/species_codex/generated/pixel_art_assets/slices/bio_0026_american_pokeweed.png,pass,,203,222,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0027,data/species_codex/generated/pixel_art_assets/slices/bio_0027_creeping_thistle.png,pass,,190,205,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0028,data/species_codex/generated/pixel_art_assets/slices/bio_0028_red_maple.png,pass,,190,208,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0029,data/species_codex/generated/pixel_art_assets/slices/bio_0029_eastern_poison_ivy.png,pass,,204,204,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0030,data/species_codex/generated/pixel_art_assets/slices/bio_0030_lawn_daisy.png,pass,,163,201,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0031,data/species_codex/generated/pixel_art_assets/slices/bio_0031_virginia_creeper.png,pass,,204,206,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0032,data/species_codex/generated/pixel_art_assets/slices/bio_0032_fireweed.png,pass,,169,230,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0033,data/species_codex/generated/pixel_art_assets/slices/bio_0033_great_stinging_nettle.png,pass,,198,212,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0034,data/species_codex/generated/pixel_art_assets/slices/bio_0034_herb_robert.png,pass,,183,209,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0035,data/species_codex/generated/pixel_art_assets/slices/bio_0035_bird_s_foot_trefoil.png,pass,,181,208,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0036,data/species_codex/generated/pixel_art_assets/slices/bio_0036_common_mugwort.png,pass,,184,206,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0037,data/species_codex/generated/pixel_art_assets/slices/bio_0037_norway_maple.png,pass,,202,203,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0038,data/species_codex/generated/pixel_art_assets/slices/bio_0038_eastern_white_pine.png,pass,,188,190,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0039,data/species_codex/generated/pixel_art_assets/slices/bio_0039_oxeye_daisy.png,pass,,173,197,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0040,data/species_codex/generated/pixel_art_assets/slices/bio_0040_catchweed_bedstraw.png,pass,,170,204,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0041,data/species_codex/generated/pixel_art_assets/slices/bio_0041_colt_s_foot.png,pass,,163,200,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0042,data/species_codex/generated/pixel_art_assets/slices/bio_0042_purple_loosestrife.png,pass,,150,230,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0043,data/species_codex/generated/pixel_art_assets/slices/bio_0043_greater_celandine.png,pass,,195,203,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0044,data/species_codex/generated/pixel_art_assets/slices/bio_0044_common_jewelweed.png,pass,,191,198,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0045,data/species_codex/generated/pixel_art_assets/slices/bio_0045_black_locust.png,pass,,209,202,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0046,data/species_codex/generated/pixel_art_assets/slices/bio_0046_multiflora_rose.png,pass,,209,220,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0047,data/species_codex/generated/pixel_art_assets/slices/bio_0047_black_cherry.png,pass,,201,203,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0048,data/species_codex/generated/pixel_art_assets/slices/bio_0048_bird_s_eye_speedwell.png,pass,,170,202,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0049,data/species_codex/generated/pixel_art_assets/slices/bio_0049_redstem_stork_s_bill.png,pass,,218,235,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0050,data/species_codex/generated/pixel_art_assets/slices/bio_0050_american_beech.png,pass,,174,227,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_02.png
bio_0051,data/species_codex/generated/pixel_art_assets/slices/bio_0051_field_bindweed.png,pass,,187,188,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0052,data/species_codex/generated/pixel_art_assets/slices/bio_0052_horseweed.png,pass,,131,220,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0053,data/species_codex/generated/pixel_art_assets/slices/bio_0053_common_st_john_s_wort.png,pass,,196,204,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0054,data/species_codex/generated/pixel_art_assets/slices/bio_0054_greater_plantain.png,pass,,194,228,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0055,data/species_codex/generated/pixel_art_assets/slices/bio_0055_bittersweet_nightshade.png,pass,,200,200,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0056,data/species_codex/generated/pixel_art_assets/slices/bio_0056_mayapple.png,pass,,198,195,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0057,data/species_codex/generated/pixel_art_assets/slices/bio_0057_northern_red_oak.png,pass,,170,196,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0058,data/species_codex/generated/pixel_art_assets/slices/bio_0058_eastern_redcedar.png,pass,,181,202,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0059,data/species_codex/generated/pixel_art_assets/slices/bio_0059_scots_pine.png,pass,,202,194,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0060,data/species_codex/generated/pixel_art_assets/slices/bio_0060_tree_of_heaven.png,pass,,183,213,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0061,data/species_codex/generated/pixel_art_assets/slices/bio_0061_american_sweetgum.png,pass,,222,214,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0062,data/species_codex/generated/pixel_art_assets/slices/bio_0062_tansy.png,pass,,171,201,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0063,data/species_codex/generated/pixel_art_assets/slices/bio_0063_creeping_buttercup.png,pass,,179,190,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0064,data/species_codex/generated/pixel_art_assets/slices/bio_0064_common_bracken.png,pass,,155,221,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0065,data/species_codex/generated/pixel_art_assets/slices/bio_0065_common_blue_violet.png,pass,,212,188,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0066,data/species_codex/generated/pixel_art_assets/slices/bio_0066_white_snakeroot.png,pass,,161,200,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0067,data/species_codex/generated/pixel_art_assets/slices/bio_0067_creosote_bush.png,pass,,182,191,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0068,data/species_codex/generated/pixel_art_assets/slices/bio_0068_japanese_honeysuckle.png,pass,,197,199,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0069,data/species_codex/generated/pixel_art_assets/slices/bio_0069_common_sow_thistle.png,pass,,155,195,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0070,data/species_codex/generated/pixel_art_assets/slices/bio_0070_eastern_redbud.png,pass,,201,201,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0071,data/species_codex/generated/pixel_art_assets/slices/bio_0071_christmas_fern.png,pass,,154,225,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0072,data/species_codex/generated/pixel_art_assets/slices/bio_0072_ghost_pipe.png,pass,,132,233,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0073,data/species_codex/generated/pixel_art_assets/slices/bio_0073_jack_in_the_pulpit.png,pass,,164,221,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0074,data/species_codex/generated/pixel_art_assets/slices/bio_0074_bloodroot.png,pass,,196,226,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0075,data/species_codex/generated/pixel_art_assets/slices/bio_0075_common_chickweed.png,pass,,187,215,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_03.png
bio_0076,data/species_codex/generated/pixel_art_assets/slices/bio_0076_sensitive_fern.png,pass,,197,220,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0077,data/species_codex/generated/pixel_art_assets/slices/bio_0077_english_oak.png,pass,,179,218,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0078,data/species_codex/generated/pixel_art_assets/slices/bio_0078_common_toadflax.png,pass,,158,236,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0079,data/species_codex/generated/pixel_art_assets/slices/bio_0079_red_berried_elder.png,pass,,187,221,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0080,data/species_codex/generated/pixel_art_assets/slices/bio_0080_common_hawthorn.png,pass,,208,220,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0081,data/species_codex/generated/pixel_art_assets/slices/bio_0081_american_tuliptree.png,pass,,203,223,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0082,data/species_codex/generated/pixel_art_assets/slices/bio_0082_orchard_grass.png,pass,,184,224,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0083,data/species_codex/generated/pixel_art_assets/slices/bio_0083_viper_s_bugloss.png,pass,,153,230,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0084,data/species_codex/generated/pixel_art_assets/slices/bio_0084_purple_foxglove.png,pass,,131,250,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0085,data/species_codex/generated/pixel_art_assets/slices/bio_0085_field_horsetail.png,pass,,173,228,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0086,data/species_codex/generated/pixel_art_assets/slices/bio_0086_carpet_bugle.png,pass,,182,220,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0087,data/species_codex/generated/pixel_art_assets/slices/bio_0087_germander_speedwell.png,pass,,179,200,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0088,data/species_codex/generated/pixel_art_assets/slices/bio_0088_shepherd_s_purse.png,pass,,166,227,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0089,data/species_codex/generated/pixel_art_assets/slices/bio_0089_woodland_strawberry.png,pass,,193,209,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0090,data/species_codex/generated/pixel_art_assets/slices/bio_0090_california_poppy.png,pass,,185,231,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0091,data/species_codex/generated/pixel_art_assets/slices/bio_0091_white_campion.png,pass,,183,217,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0092,data/species_codex/generated/pixel_art_assets/slices/bio_0092_black_eyed_susan.png,pass,,200,226,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0093,data/species_codex/generated/pixel_art_assets/slices/bio_0093_curled_dock.png,pass,,168,228,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0094,data/species_codex/generated/pixel_art_assets/slices/bio_0094_virginia_springbeauty.png,pass,,174,212,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0095,data/species_codex/generated/pixel_art_assets/slices/bio_0095_common_lantana.png,pass,,202,209,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0096,data/species_codex/generated/pixel_art_assets/slices/bio_0096_lesser_periwinkle.png,pass,,194,217,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0097,data/species_codex/generated/pixel_art_assets/slices/bio_0097_american_sycamore.png,pass,,211,225,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0098,data/species_codex/generated/pixel_art_assets/slices/bio_0098_broad_leaved_dock.png,pass,,166,227,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0099,data/species_codex/generated/pixel_art_assets/slices/bio_0099_tufted_vetch.png,pass,,195,219,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0100,data/species_codex/generated/pixel_art_assets/slices/bio_0100_common_vetch.png,pass,,213,227,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_04.png
bio_0101,data/species_codex/generated/pixel_art_assets/slices/bio_0101_european_mountain_ash.png,pass,,209,205,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0102,data/species_codex/generated/pixel_art_assets/slices/bio_0102_white_beggarticks.png,pass,,190,199,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0103,data/species_codex/generated/pixel_art_assets/slices/bio_0103_cow_parsley.png,pass,,200,201,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0104,data/species_codex/generated/pixel_art_assets/slices/bio_0104_solomon_s_plume.png,pass,,200,201,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0105,data/species_codex/generated/pixel_art_assets/slices/bio_0105_marsh_marigold.png,pass,,200,197,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0106,data/species_codex/generated/pixel_art_assets/slices/bio_0106_amur_honeysuckle.png,pass,,199,189,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0107,data/species_codex/generated/pixel_art_assets/slices/bio_0107_annual_fleabane.png,pass,,164,193,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0108,data/species_codex/generated/pixel_art_assets/slices/bio_0108_japanese_knotweed.png,pass,,186,192,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0109,data/species_codex/generated/pixel_art_assets/slices/bio_0109_wood_anemone.png,pass,,182,192,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0110,data/species_codex/generated/pixel_art_assets/slices/bio_0110_chokecherry.png,pass,,195,196,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0111,data/species_codex/generated/pixel_art_assets/slices/bio_0111_saguaro.png,pass,,186,205,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0112,data/species_codex/generated/pixel_art_assets/slices/bio_0112_black_medick.png,pass,,190,185,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0113,data/species_codex/generated/pixel_art_assets/slices/bio_0113_norway_spruce.png,pass,,182,193,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0114,data/species_codex/generated/pixel_art_assets/slices/bio_0114_mock_strawberry.png,pass,,187,192,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0115,data/species_codex/generated/pixel_art_assets/slices/bio_0115_goutweed.png,pass,,227,199,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0116,data/species_codex/generated/pixel_art_assets/slices/bio_0116_white_sweetclover.png,pass,,187,207,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0117,data/species_codex/generated/pixel_art_assets/slices/bio_0117_european_black_elderberry.png,pass,,211,192,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0118,data/species_codex/generated/pixel_art_assets/slices/bio_0118_red_osier_dogwood.png,pass,,180,194,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0119,data/species_codex/generated/pixel_art_assets/slices/bio_0119_staghorn_sumac.png,pass,,199,192,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0120,data/species_codex/generated/pixel_art_assets/slices/bio_0120_dame_s_rocket.png,pass,,191,198,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0121,data/species_codex/generated/pixel_art_assets/slices/bio_0121_scarlet_pimpernel.png,pass,,171,196,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0122,data/species_codex/generated/pixel_art_assets/slices/bio_0122_guelder_rose.png,pass,,212,209,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0123,data/species_codex/generated/pixel_art_assets/slices/bio_0123_sugar_maple.png,pass,,217,211,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0124,data/species_codex/generated/pixel_art_assets/slices/bio_0124_sycamore_maple.png,pass,,212,225,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0125,data/species_codex/generated/pixel_art_assets/slices/bio_0125_european_beech.png,pass,,200,211,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_05.png
bio_0126,data/species_codex/generated/pixel_art_assets/slices/bio_0126_common_hazel.png,pass,,199,190,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0127,data/species_codex/generated/pixel_art_assets/slices/bio_0127_ragwort.png,pass,,196,206,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0128,data/species_codex/generated/pixel_art_assets/slices/bio_0128_yellow_trout_lily.png,pass,,203,197,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0129,data/species_codex/generated/pixel_art_assets/slices/bio_0129_henbit_deadnettle.png,pass,,184,205,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0130,data/species_codex/generated/pixel_art_assets/slices/bio_0130_purple_crownvetch.png,pass,,179,181,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0131,data/species_codex/generated/pixel_art_assets/slices/bio_0131_eastern_hemlock.png,pass,,198,192,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0132,data/species_codex/generated/pixel_art_assets/slices/bio_0132_common_ragweed.png,pass,,193,207,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0133,data/species_codex/generated/pixel_art_assets/slices/bio_0133_white_oak.png,pass,,193,195,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0134,data/species_codex/generated/pixel_art_assets/slices/bio_0134_castor_bean.png,pass,,210,200,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0135,data/species_codex/generated/pixel_art_assets/slices/bio_0135_european_holly.png,pass,,203,191,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0136,data/species_codex/generated/pixel_art_assets/slices/bio_0136_prickly_sowthistle.png,pass,,189,209,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0137,data/species_codex/generated/pixel_art_assets/slices/bio_0137_eastern_black_walnut.png,pass,,205,211,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0138,data/species_codex/generated/pixel_art_assets/slices/bio_0138_eastern_skunk_cabbage.png,pass,,208,200,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0139,data/species_codex/generated/pixel_art_assets/slices/bio_0139_common_lambsquarters.png,pass,,205,204,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0140,data/species_codex/generated/pixel_art_assets/slices/bio_0140_prickly_lettuce.png,pass,,167,205,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0141,data/species_codex/generated/pixel_art_assets/slices/bio_0141_oleander.png,pass,,209,196,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0142,data/species_codex/generated/pixel_art_assets/slices/bio_0142_common_groundsel.png,pass,,195,200,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0143,data/species_codex/generated/pixel_art_assets/slices/bio_0143_partridgeberry.png,pass,,188,168,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0144,data/species_codex/generated/pixel_art_assets/slices/bio_0144_common_cat_s_ear.png,pass,,196,200,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0145,data/species_codex/generated/pixel_art_assets/slices/bio_0145_meadow_buttercup.png,pass,,172,196,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0146,data/species_codex/generated/pixel_art_assets/slices/bio_0146_yellow_iris.png,pass,,195,219,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0147,data/species_codex/generated/pixel_art_assets/slices/bio_0147_wild_geranium.png,pass,,194,210,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0148,data/species_codex/generated/pixel_art_assets/slices/bio_0148_common_juniper.png,pass,,188,205,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0149,data/species_codex/generated/pixel_art_assets/slices/bio_0149_wild_teasel.png,pass,,196,228,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0150,data/species_codex/generated/pixel_art_assets/slices/bio_0150_bitter_wintercress.png,pass,,188,215,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_06.png
bio_0151,data/species_codex/generated/pixel_art_assets/slices/bio_0151_common_buckthorn.png,pass,,184,193,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0152,data/species_codex/generated/pixel_art_assets/slices/bio_0152_wild_bergamot.png,pass,,176,205,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0153,data/species_codex/generated/pixel_art_assets/slices/bio_0153_western_sword_fern.png,pass,,179,209,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0154,data/species_codex/generated/pixel_art_assets/slices/bio_0154_american_black_elderberry.png,pass,,223,188,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0155,data/species_codex/generated/pixel_art_assets/slices/bio_0155_canada_mayflower.png,pass,,190,204,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0156,data/species_codex/generated/pixel_art_assets/slices/bio_0156_broadleaf_cattail.png,pass,,193,209,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0157,data/species_codex/generated/pixel_art_assets/slices/bio_0157_greater_periwinkle.png,pass,,201,199,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0158,data/species_codex/generated/pixel_art_assets/slices/bio_0158_quaking_aspen.png,pass,,184,206,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0159,data/species_codex/generated/pixel_art_assets/slices/bio_0159_american_elm.png,pass,,167,202,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0160,data/species_codex/generated/pixel_art_assets/slices/bio_0160_creeping_woodsorrel.png,pass,,205,205,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
bio_0161,data/species_codex/generated/pixel_art_assets/slices/bio_0161_white_mulberry.png,pass,,199,194,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_07.png
